employee_id,fullname,directorate,position,grade,tgv_name,tv_name,baseline_score,tv_match_rate,tgv_match_rate,final_match_rate
EMP100139,Nadia Herlambang,Technology,HRBP,V,Core Competencies,Average of 10 Pillars,3.46938775510204,99.96,99.96,97.49
EMP100139,Nadia Herlambang,Technology,HRBP,V,Context & Experience,Education & Years of Service,100,90,90,97.49
EMP100139,Nadia Herlambang,Technology,HRBP,V,Behavioral Profile,Top 5 Strengths,100,100,100,97.49
EMP100660,Anisa Putra,HR & Corp Affairs,Supply Planner,IV,Context & Experience,Education & Years of Service,100,90,90,97.49
EMP100660,Anisa Putra,HR & Corp Affairs,Supply Planner,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,99.96,99.96,97.49
EMP100139,Nadia Herlambang,Technology,HRBP,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,97.49
EMP100660,Anisa Putra,HR & Corp Affairs,Supply Planner,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,97.49
EMP100660,Anisa Putra,HR & Corp Affairs,Supply Planner,IV,Behavioral Profile,Top 5 Strengths,100,100,100,97.49
EMP100505,Intan Pramudita Maulida,Technology,Sales Supervisor,V,Cognitive & Personality Profile,IQ Score,109,89.91,89.91,97.48
EMP100505,Intan Pramudita Maulida,Technology,Sales Supervisor,V,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,97.48
EMP100505,Intan Pramudita Maulida,Technology,Sales Supervisor,V,Context & Experience,Education & Years of Service,100,100,100,97.48
EMP100505,Intan Pramudita Maulida,Technology,Sales Supervisor,V,Behavioral Profile,Top 5 Strengths,100,100,100,97.48
EMP100186,Rizki Halim,Technology,Finance Officer,IV,Behavioral Profile,Top 5 Strengths,100,100,100,97.47
EMP100186,Rizki Halim,Technology,Finance Officer,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,97.47
EMP100108,Dinda Erlangga Handayani,Technology,Finance Officer,IV,Behavioral Profile,Top 5 Strengths,100,100,100,97.47
EMP100108,Dinda Erlangga Handayani,Technology,Finance Officer,IV,Context & Experience,Education & Years of Service,100,90,90,97.47
EMP100186,Rizki Halim,Technology,Finance Officer,IV,Context & Experience,Education & Years of Service,100,90,90,97.47
EMP100108,Dinda Erlangga Handayani,Technology,Finance Officer,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,99.88,99.88,97.47
EMP100186,Rizki Halim,Technology,Finance Officer,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,99.88,99.88,97.47
EMP100108,Dinda Erlangga Handayani,Technology,Finance Officer,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,97.47
EMP100812,Lestari Herlambang,HR & Corp Affairs,Finance Officer,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,97.35
EMP100812,Lestari Herlambang,HR & Corp Affairs,Finance Officer,IV,Context & Experience,Education & Years of Service,100,90,90,97.35
EMP100812,Lestari Herlambang,HR & Corp Affairs,Finance Officer,IV,Behavioral Profile,Top 5 Strengths,100,100,100,97.35
EMP100812,Lestari Herlambang,HR & Corp Affairs,Finance Officer,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,99.41,99.41,97.35
EMP100781,Bayu Yulianto,HR & Corp Affairs,Data Analyst,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,97.34
EMP100746,Rizka Mahardika Indrawan,HR & Corp Affairs,Brand Executive,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,97.34
EMP100746,Rizka Mahardika Indrawan,HR & Corp Affairs,Brand Executive,III,Core Competencies,Average of 10 Pillars,3.46938775510204,99.35,99.35,97.34
EMP100781,Bayu Yulianto,HR & Corp Affairs,Data Analyst,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,89.35,89.35,97.34
EMP100781,Bayu Yulianto,HR & Corp Affairs,Data Analyst,IV,Behavioral Profile,Top 5 Strengths,100,100,100,97.34
EMP100746,Rizka Mahardika Indrawan,HR & Corp Affairs,Brand Executive,III,Context & Experience,Education & Years of Service,100,90,90,97.34
EMP100781,Bayu Yulianto,HR & Corp Affairs,Data Analyst,IV,Context & Experience,Education & Years of Service,100,100,100,97.34
EMP100746,Rizka Mahardika Indrawan,HR & Corp Affairs,Brand Executive,III,Behavioral Profile,Top 5 Strengths,100,100,100,97.34
EMP101102,Novi Sinaga,Technology,Data Analyst,III,Context & Experience,Education & Years of Service,100,100,100,97.25
EMP101102,Novi Sinaga,Technology,Data Analyst,III,Behavioral Profile,Top 5 Strengths,100,100,100,97.25
EMP101102,Novi Sinaga,Technology,Data Analyst,III,Cognitive & Personality Profile,IQ Score,109,88.99,88.99,97.25
EMP101102,Novi Sinaga,Technology,Data Analyst,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,97.25
EMP101996,Adit Maulana,HR & Corp Affairs,Data Analyst,V,Core Competencies,Average of 10 Pillars,3.46938775510204,98.92,98.92,97.23
EMP101996,Adit Maulana,HR & Corp Affairs,Data Analyst,V,Behavioral Profile,Top 5 Strengths,100,100,100,97.23
EMP101996,Adit Maulana,HR & Corp Affairs,Data Analyst,V,Context & Experience,Education & Years of Service,100,90,90,97.23
EMP101996,Adit Maulana,HR & Corp Affairs,Data Analyst,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,97.23
EMP101570,Putri Zulfikar Lukman,Commercial,Sales Supervisor,V,Core Competencies,Average of 10 Pillars,3.46938775510204,98.74,98.74,97.16
EMP101570,Putri Zulfikar Lukman,Commercial,Sales Supervisor,V,Cognitive & Personality Profile,IQ Score,109,89.91,89.91,97.16
EMP101570,Putri Zulfikar Lukman,Commercial,Sales Supervisor,V,Context & Experience,Education & Years of Service,100,100,100,97.16
EMP101570,Putri Zulfikar Lukman,Commercial,Sales Supervisor,V,Behavioral Profile,Top 5 Strengths,100,100,100,97.16
EMP100036,Ayunda Utama Lestari,Technology,Brand Executive,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,97.10
EMP100036,Ayunda Utama Lestari,Technology,Brand Executive,V,Context & Experience,Education & Years of Service,100,90,90,97.10
EMP100036,Ayunda Utama Lestari,Technology,Brand Executive,V,Core Competencies,Average of 10 Pillars,3.46938775510204,98.38,98.38,97.10
EMP100036,Ayunda Utama Lestari,Technology,Brand Executive,V,Behavioral Profile,Top 5 Strengths,100,100,100,97.10
EMP100783,Kartika Wijaya Permadi,Commercial,Data Analyst,V,Context & Experience,Education & Years of Service,100,100,100,97.05
EMP100783,Kartika Wijaya Permadi,Commercial,Data Analyst,V,Behavioral Profile,Top 5 Strengths,100,100,100,97.05
EMP100783,Kartika Wijaya Permadi,Commercial,Data Analyst,V,Core Competencies,Average of 10 Pillars,3.46938775510204,88.20,88.20,97.05
EMP100783,Kartika Wijaya Permadi,Commercial,Data Analyst,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,97.05
EMP100400,Luthfi Herlambang,HR & Corp Affairs,HRBP,V,Behavioral Profile,Top 5 Strengths,100,100,100,97.02
EMP100400,Luthfi Herlambang,HR & Corp Affairs,HRBP,V,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,97.02
EMP100400,Luthfi Herlambang,HR & Corp Affairs,HRBP,V,Context & Experience,Education & Years of Service,100,100,100,97.02
EMP100400,Luthfi Herlambang,HR & Corp Affairs,HRBP,V,Cognitive & Personality Profile,IQ Score,109,88.07,88.07,97.02
EMP100002,Julia Jatmiko Situmorang,Technology,Sales Supervisor,III,Core Competencies,Average of 10 Pillars,3.46938775510204,87.78,87.78,96.95
EMP100305,Indra Herlambang,HR & Corp Affairs,Sales Supervisor,III,Core Competencies,Average of 10 Pillars,3.46938775510204,87.81,87.81,96.95
EMP100002,Julia Jatmiko Situmorang,Technology,Sales Supervisor,III,Context & Experience,Education & Years of Service,100,100,100,96.95
EMP100305,Indra Herlambang,HR & Corp Affairs,Sales Supervisor,III,Context & Experience,Education & Years of Service,100,100,100,96.95
EMP100305,Indra Herlambang,HR & Corp Affairs,Sales Supervisor,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.95
EMP100305,Indra Herlambang,HR & Corp Affairs,Sales Supervisor,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.95
EMP100002,Julia Jatmiko Situmorang,Technology,Sales Supervisor,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.95
EMP100002,Julia Jatmiko Situmorang,Technology,Sales Supervisor,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.95
EMP101924,Dian Anggara,Commercial,Data Analyst,III,Core Competencies,Average of 10 Pillars,3.46938775510204,87.70,87.70,96.93
EMP101924,Dian Anggara,Commercial,Data Analyst,III,Context & Experience,Education & Years of Service,100,100,100,96.93
EMP101924,Dian Anggara,Commercial,Data Analyst,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.93
EMP100729,Ayunda Zulfikar,Commercial,Finance Officer,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.93
EMP100729,Ayunda Zulfikar,Commercial,Finance Officer,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,87.72,87.72,96.93
EMP100729,Ayunda Zulfikar,Commercial,Finance Officer,IV,Behavioral Profile,Top 5 Strengths,100,100,100,96.93
EMP101924,Dian Anggara,Commercial,Data Analyst,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.93
EMP100729,Ayunda Zulfikar,Commercial,Finance Officer,IV,Context & Experience,Education & Years of Service,100,100,100,96.93
EMP100423,Valdo Fauziah,Commercial,Brand Executive,III,Core Competencies,Average of 10 Pillars,3.46938775510204,97.61,97.61,96.90
EMP100423,Valdo Fauziah,Commercial,Brand Executive,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.90
EMP100423,Valdo Fauziah,Commercial,Brand Executive,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.90
EMP100423,Valdo Fauziah,Commercial,Brand Executive,III,Context & Experience,Education & Years of Service,100,90,90,96.90
EMP100941,Joko Firmansyah,HR & Corp Affairs,Data Analyst,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.88
EMP101793,Umar Nugroho,Commercial,Data Analyst,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.88
EMP100941,Joko Firmansyah,HR & Corp Affairs,Data Analyst,V,Behavioral Profile,Top 5 Strengths,100,100,100,96.88
EMP101793,Umar Nugroho,Commercial,Data Analyst,IV,Behavioral Profile,Top 5 Strengths,100,100,100,96.88
EMP100941,Joko Firmansyah,HR & Corp Affairs,Data Analyst,V,Context & Experience,Education & Years of Service,100,90,90,96.88
EMP100941,Joko Firmansyah,HR & Corp Affairs,Data Analyst,V,Core Competencies,Average of 10 Pillars,3.46938775510204,97.51,97.51,96.88
EMP101793,Umar Nugroho,Commercial,Data Analyst,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,97.51,97.51,96.88
EMP101793,Umar Nugroho,Commercial,Data Analyst,IV,Context & Experience,Education & Years of Service,100,90,90,96.88
EMP100875,Teguh Zulfikar Rahmawati,Commercial,Brand Executive,III,Context & Experience,Education & Years of Service,100,90,90,96.84
EMP100875,Teguh Zulfikar Rahmawati,Commercial,Brand Executive,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.84
EMP100875,Teguh Zulfikar Rahmawati,Commercial,Brand Executive,III,Core Competencies,Average of 10 Pillars,3.46938775510204,97.36,97.36,96.84
EMP100875,Teguh Zulfikar Rahmawati,Commercial,Brand Executive,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.84
EMP100642,Umar Halim Pradana,Commercial,Supply Planner,III,Cognitive & Personality Profile,IQ Score,109,97.25,97.25,96.81
EMP100642,Umar Halim Pradana,Commercial,Supply Planner,III,Context & Experience,Education & Years of Service,100,90,90,96.81
EMP100642,Umar Halim Pradana,Commercial,Supply Planner,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.81
EMP100642,Umar Halim Pradana,Commercial,Supply Planner,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,96.81
EMP100969,Nugroho Lukman,HR & Corp Affairs,Sales Supervisor,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.80
EMP100969,Nugroho Lukman,HR & Corp Affairs,Sales Supervisor,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,97.20,97.20,96.80
EMP100969,Nugroho Lukman,HR & Corp Affairs,Sales Supervisor,IV,Behavioral Profile,Top 5 Strengths,100,100,100,96.80
EMP100969,Nugroho Lukman,HR & Corp Affairs,Sales Supervisor,IV,Context & Experience,Education & Years of Service,100,90,90,96.80
EMP100809,Dian Nugroho,HR & Corp Affairs,Sales Supervisor,IV,Cognitive & Personality Profile,IQ Score,109,87.16,87.16,96.79
EMP101212,Galih Suharto,Technology,Supply Planner,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.79
EMP100809,Dian Nugroho,HR & Corp Affairs,Sales Supervisor,IV,Behavioral Profile,Top 5 Strengths,100,100,100,96.79
EMP100809,Dian Nugroho,HR & Corp Affairs,Sales Supervisor,IV,Context & Experience,Education & Years of Service,100,100,100,96.79
EMP101212,Galih Suharto,Technology,Supply Planner,IV,Context & Experience,Education & Years of Service,100,100,100,96.79
EMP101212,Galih Suharto,Technology,Supply Planner,IV,Behavioral Profile,Top 5 Strengths,100,100,100,96.79
EMP101212,Galih Suharto,Technology,Supply Planner,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,87.14,87.14,96.79
EMP100809,Dian Nugroho,HR & Corp Affairs,Sales Supervisor,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,96.79
EMP100771,Rani Aji Herlambang,HR & Corp Affairs,Sales Supervisor,V,Core Competencies,Average of 10 Pillars,3.46938775510204,97.12,97.12,96.78
EMP101932,Wahyu Saputra Fauziah,Commercial,Sales Supervisor,V,Core Competencies,Average of 10 Pillars,3.46938775510204,87.11,87.11,96.78
EMP100164,Wahyu Iqbal Pratomo,HR & Corp Affairs,Data Analyst,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.78
EMP100771,Rani Aji Herlambang,HR & Corp Affairs,Sales Supervisor,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.78
EMP101371,Anisa Kurniawan,HR & Corp Affairs,Data Analyst,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.78
EMP101371,Anisa Kurniawan,HR & Corp Affairs,Data Analyst,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.78
EMP101932,Wahyu Saputra Fauziah,Commercial,Sales Supervisor,V,Context & Experience,Education & Years of Service,100,100,100,96.78
EMP100164,Wahyu Iqbal Pratomo,HR & Corp Affairs,Data Analyst,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.78
EMP100771,Rani Aji Herlambang,HR & Corp Affairs,Sales Supervisor,V,Behavioral Profile,Top 5 Strengths,100,100,100,96.78
EMP100164,Wahyu Iqbal Pratomo,HR & Corp Affairs,Data Analyst,III,Core Competencies,Average of 10 Pillars,3.46938775510204,97.12,97.12,96.78
EMP101371,Anisa Kurniawan,HR & Corp Affairs,Data Analyst,III,Core Competencies,Average of 10 Pillars,3.46938775510204,97.12,97.12,96.78
EMP100771,Rani Aji Herlambang,HR & Corp Affairs,Sales Supervisor,V,Context & Experience,Education & Years of Service,100,90,90,96.78
EMP100164,Wahyu Iqbal Pratomo,HR & Corp Affairs,Data Analyst,III,Context & Experience,Education & Years of Service,100,90,90,96.78
EMP101371,Anisa Kurniawan,HR & Corp Affairs,Data Analyst,III,Context & Experience,Education & Years of Service,100,90,90,96.78
EMP101932,Wahyu Saputra Fauziah,Commercial,Sales Supervisor,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.78
EMP101932,Wahyu Saputra Fauziah,Commercial,Sales Supervisor,V,Behavioral Profile,Top 5 Strengths,100,100,100,96.78
EMP100745,Mahendra Utama Hartanto,HR & Corp Affairs,Supply Planner,III,Context & Experience,Education & Years of Service,100,90,90,96.73
EMP100745,Mahendra Utama Hartanto,HR & Corp Affairs,Supply Planner,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.73
EMP100745,Mahendra Utama Hartanto,HR & Corp Affairs,Supply Planner,III,Core Competencies,Average of 10 Pillars,3.46938775510204,96.90,96.90,96.73
EMP100745,Mahendra Utama Hartanto,HR & Corp Affairs,Supply Planner,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.73
EMP101131,Lestari Candra Nugroho,Technology,Finance Officer,IV,Context & Experience,Education & Years of Service,100,90,90,96.71
EMP101451,Bayu Kusuma,Commercial,Brand Executive,III,Context & Experience,Education & Years of Service,100,90,90,96.71
EMP101131,Lestari Candra Nugroho,Technology,Finance Officer,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,97.75,97.75,96.71
EMP101451,Bayu Kusuma,Commercial,Brand Executive,III,Core Competencies,Average of 10 Pillars,3.46938775510204,96.85,96.85,96.71
EMP101451,Bayu Kusuma,Commercial,Brand Executive,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.71
EMP101131,Lestari Candra Nugroho,Technology,Finance Officer,IV,Cognitive & Personality Profile,IQ Score,109,99.08,99.08,96.71
EMP101451,Bayu Kusuma,Commercial,Brand Executive,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.71
EMP101131,Lestari Candra Nugroho,Technology,Finance Officer,IV,Behavioral Profile,Top 5 Strengths,100,100,100,96.71
EMP101906,Arif Saputra,Commercial,Data Analyst,III,Context & Experience,Education & Years of Service,100,90,90,96.68
EMP101906,Arif Saputra,Commercial,Data Analyst,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.68
EMP101906,Arif Saputra,Commercial,Data Analyst,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.68
EMP101906,Arif Saputra,Commercial,Data Analyst,III,Core Competencies,Average of 10 Pillars,3.46938775510204,96.72,96.72,96.68
EMP100666,Evi Sinaga,Technology,Supply Planner,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.63
EMP100666,Evi Sinaga,Technology,Supply Planner,III,Core Competencies,Average of 10 Pillars,3.46938775510204,96.50,96.50,96.63
EMP100666,Evi Sinaga,Technology,Supply Planner,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.63
EMP100666,Evi Sinaga,Technology,Supply Planner,III,Context & Experience,Education & Years of Service,100,90,90,96.63
EMP101870,Ayu Wijaya Putra,HR & Corp Affairs,Supply Planner,III,Context & Experience,Education & Years of Service,100,100,100,96.62
EMP101870,Ayu Wijaya Putra,HR & Corp Affairs,Supply Planner,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.62
EMP100556,Hadi Rohman,HR & Corp Affairs,Data Analyst,III,Context & Experience,Education & Years of Service,100,100,100,96.62
EMP101354,Wulan Aji Rohman,Technology,HRBP,V,Core Competencies,Average of 10 Pillars,3.46938775510204,86.47,86.47,96.62
EMP101870,Ayu Wijaya Putra,HR & Corp Affairs,Supply Planner,III,Core Competencies,Average of 10 Pillars,3.46938775510204,86.47,86.47,96.62
EMP101354,Wulan Aji Rohman,Technology,HRBP,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.62
EMP101354,Wulan Aji Rohman,Technology,HRBP,V,Context & Experience,Education & Years of Service,100,100,100,96.62
EMP100556,Hadi Rohman,HR & Corp Affairs,Data Analyst,III,Core Competencies,Average of 10 Pillars,3.46938775510204,88.31,88.31,96.62
EMP100556,Hadi Rohman,HR & Corp Affairs,Data Analyst,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.62
EMP101354,Wulan Aji Rohman,Technology,HRBP,V,Behavioral Profile,Top 5 Strengths,100,100,100,96.62
EMP101870,Ayu Wijaya Putra,HR & Corp Affairs,Supply Planner,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.62
EMP100556,Hadi Rohman,HR & Corp Affairs,Data Analyst,III,Cognitive & Personality Profile,IQ Score,109,98.17,98.17,96.62
EMP101573,Citra Aji Sinaga,HR & Corp Affairs,Data Analyst,IV,Behavioral Profile,Top 5 Strengths,100,100,100,96.58
EMP101573,Citra Aji Sinaga,HR & Corp Affairs,Data Analyst,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.58
EMP101573,Citra Aji Sinaga,HR & Corp Affairs,Data Analyst,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,96.31,96.31,96.58
EMP101573,Citra Aji Sinaga,HR & Corp Affairs,Data Analyst,IV,Context & Experience,Education & Years of Service,100,90,90,96.58
EMP100000,Rendra Pratama,Technology,Brand Executive,IV,Context & Experience,Education & Years of Service,100,100,100,96.56
EMP100000,Rendra Pratama,Technology,Brand Executive,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,96.56
EMP100844,Rizka Gunawan,Technology,Finance Officer,V,Context & Experience,Education & Years of Service,100,100,100,96.56
EMP100844,Rizka Gunawan,Technology,Finance Officer,V,Cognitive & Personality Profile,IQ Score,109,86.24,86.24,96.56
EMP100844,Rizka Gunawan,Technology,Finance Officer,V,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,96.56
EMP100000,Rendra Pratama,Technology,Brand Executive,IV,Cognitive & Personality Profile,IQ Score,109,86.24,86.24,96.56
EMP100000,Rendra Pratama,Technology,Brand Executive,IV,Behavioral Profile,Top 5 Strengths,100,100,100,96.56
EMP100844,Rizka Gunawan,Technology,Finance Officer,V,Behavioral Profile,Top 5 Strengths,100,100,100,96.56
EMP101201,Valdo Sinaga,Commercial,Finance Officer,III,Context & Experience,Education & Years of Service,100,90,90,96.47
EMP101201,Valdo Sinaga,Commercial,Finance Officer,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.47
EMP101201,Valdo Sinaga,Commercial,Finance Officer,III,Core Competencies,Average of 10 Pillars,3.46938775510204,95.87,95.87,96.47
EMP101453,Adi Saputra Pratomo,Technology,HRBP,III,Cognitive & Personality Profile,IQ Score,109,97.25,97.25,96.47
EMP101201,Valdo Sinaga,Commercial,Finance Officer,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.47
EMP101453,Adi Saputra Pratomo,Technology,HRBP,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.47
EMP101453,Adi Saputra Pratomo,Technology,HRBP,III,Context & Experience,Education & Years of Service,100,90,90,96.47
EMP101453,Adi Saputra Pratomo,Technology,HRBP,III,Core Competencies,Average of 10 Pillars,3.46938775510204,98.64,98.64,96.47
EMP100548,Fajar Suharto,Commercial,Data Analyst,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,85.83,85.83,96.46
EMP100548,Fajar Suharto,Commercial,Data Analyst,IV,Context & Experience,Education & Years of Service,100,100,100,96.46
EMP100548,Fajar Suharto,Commercial,Data Analyst,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.46
EMP100548,Fajar Suharto,Commercial,Data Analyst,IV,Behavioral Profile,Top 5 Strengths,100,100,100,96.46
EMP101267,Rani Herlambang,HR & Corp Affairs,Brand Executive,III,Context & Experience,Education & Years of Service,100,100,100,96.45
EMP101267,Rani Herlambang,HR & Corp Affairs,Brand Executive,III,Cognitive & Personality Profile,IQ Score,109,89.91,89.91,96.45
EMP101267,Rani Herlambang,HR & Corp Affairs,Brand Executive,III,Core Competencies,Average of 10 Pillars,3.46938775510204,95.87,95.87,96.45
EMP101267,Rani Herlambang,HR & Corp Affairs,Brand Executive,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.45
EMP100375,Intan Setiawan,HR & Corp Affairs,Finance Officer,III,Core Competencies,Average of 10 Pillars,3.46938775510204,94.02,94.02,96.44
EMP100375,Intan Setiawan,HR & Corp Affairs,Finance Officer,III,Context & Experience,Education & Years of Service,100,100,100,96.44
EMP100375,Intan Setiawan,HR & Corp Affairs,Finance Officer,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.44
EMP100375,Intan Setiawan,HR & Corp Affairs,Finance Officer,III,Cognitive & Personality Profile,IQ Score,109,91.74,91.74,96.44
EMP101707,Hana Maulida,HR & Corp Affairs,Data Analyst,V,Core Competencies,Average of 10 Pillars,3.46938775510204,85.27,85.27,96.32
EMP101707,Hana Maulida,HR & Corp Affairs,Data Analyst,V,Behavioral Profile,Top 5 Strengths,100,100,100,96.32
EMP101707,Hana Maulida,HR & Corp Affairs,Data Analyst,V,Context & Experience,Education & Years of Service,100,100,100,96.32
EMP101707,Hana Maulida,HR & Corp Affairs,Data Analyst,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.32
EMP100379,Ayu Mahardika Simanjuntak,Technology,Sales Supervisor,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.31
EMP100379,Ayu Mahardika Simanjuntak,Technology,Sales Supervisor,III,Context & Experience,Education & Years of Service,100,100,100,96.31
EMP100379,Ayu Mahardika Simanjuntak,Technology,Sales Supervisor,III,Core Competencies,Average of 10 Pillars,3.46938775510204,85.22,85.22,96.31
EMP100379,Ayu Mahardika Simanjuntak,Technology,Sales Supervisor,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.31
EMP101111,Bella Firmansyah,HR & Corp Affairs,Data Analyst,III,Context & Experience,Education & Years of Service,100,85,85,96.25
EMP101596,Dimas Dharma Subekti,Commercial,Finance Officer,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.25
EMP100137,Rizky Jatmiko Hasibuan,HR & Corp Affairs,Brand Executive,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.25
EMP101795,Ayunda Tamba,HR & Corp Affairs,Data Analyst,V,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,96.25
EMP101139,Rendra Gunawan,Commercial,Sales Supervisor,V,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,96.25
EMP100975,Dwi Maulida,Commercial,Brand Executive,V,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,96.25
EMP100142,Indra Putra,Technology,HRBP,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.25
EMP100652,Eko Mahardika Lukman,HR & Corp Affairs,Supply Planner,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.25
EMP101428,Umar Wibowo,HR & Corp Affairs,Data Analyst,V,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,96.25
EMP101177,Mahendra Siregar,Technology,Brand Executive,IV,Behavioral Profile,Top 5 Strengths,100,100,100,96.25
EMP101431,Valdo Rahmawati,Commercial,Brand Executive,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,96.25
EMP100829,Bayu Wibowo,HR & Corp Affairs,Data Analyst,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,96.25
EMP101051,Bella Permadi,HR & Corp Affairs,Supply Planner,V,Context & Experience,Education & Years of Service,100,85,85,96.25
EMP100160,Nugroho Rachman Salsabila,HR & Corp Affairs,Brand Executive,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.25
EMP100722,Nadia Zulfikar,Technology,Supply Planner,III,Behavioral Profile,Top 5 Strengths,100,100,100,96.25
EMP100930,Intan Aji Hartanto,Commercial,Finance Officer,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,96.25
EMP100652,Eko Mahardika Lukman,HR & Corp Affairs,Supply Planner,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.25
EMP100721,Nadia Rachman Maulana,Commercial,Brand Executive,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.25
EMP101111,Bella Firmansyah,HR & Corp Affairs,Data Analyst,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,96.25
EMP100142,Indra Putra,Technology,HRBP,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,96.25
